Track Name,Artist,Artist Popularity,Artist Genres,Track Duration(ms),Release Date,Track Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time_signature,Lyrics,Average1,Average2,Average3,Average4,Average5,Varience1,Varience2,Varience3,Varience4,Varience5,Standard Deviation1,Standard Deviation2,Standard Deviation3,Standard Deviation4,Standard Deviation5,Minimum1,Minimum2,Minimum3,Minimum4,Minimum5,Maximum1,Maximum2,Maximum3,Maximum4,Maximum5,Track Popularity Output,Artist Popularity Output
The Heart Part 5,Kendrick Lamar,88,"conscious hip hop, hip hop, rap, west coast rap",332228,2022-05-08,60,0.7,0.812,1,-8.128,0,0.297,0.183,0.0,0.0756,0.801,97.405,4,"As I get a little older, I realize life is perspective
And my perspective may differ from yours
I wanna say thank you to everyone that's been down with me
All my fans, all my beautiful fans
Anyone who's ever gave me a listen, all my people

I come from a generation of pain, where murder is minor
Rebellious and Margielas'll chip you for designer
Belt buckles and clout, overzealous if prone to violence
Make the wrong turn, be a will of the wheel alignment

Residue burned, missed at a inner-city
Miscommunication to keep homi' detective busy
No protection is risky
Desensitized, I vandalized pain
Covered up and camouflaged
Get used to hearin' arsenal rain

Analyze, risk your life, take the charge
Homies done fucked your baby mama once you hit the yard, that's culture
Twenty-three hour lockdown, then somebody called
Said your lil' nephew was shot down, the culture's involved

I done seen niggas do seventeen, hit the halfway house
Get out and get his brains blown out, lookin' to buy some weed
Car wash is played out, new GoFundMe accounts'll proceed
A brand-new victim'll shatter those dreams, the culture

(I want, I want, I want, I want)
But I want you to want me too (I want, I want, I want, I want)
I want the hood to want me back (I want, I want, I want, I want)
I want the hood
Look what I done for you (look what I done for you)
Look what I done for you

I said I do this for my culture
To let y'all know what a nigga look like in a bulletproof Rover
In my mama's sofa was a doo-doo popper
Head tricker, walk up closer
Ain't no Photoshoppin'

Friends bipolar, grab you by your pockets
No option if you froze up, always play the offense
Niggas goin' to work and sellin' work, late for work
Workin' late, prayin' for work, but he on paperwork
That's the culture, point the finger, promote ya
...
",40.324177,94.72821,58.49063,52.332508,64.72078,1000.5479,9609.12,2157.9111,1527.1118,1742.4602,31.63144,98.02612,46.453323,39.078278,41.742786,0.39768985,0.90780324,0.47227776,0.24267356,0.81720704,324.39667,1267.9352,542.8232,490.26523,434.67664,,
The Hills,The Weeknd,95,"canadian contemporary r&b, canadian pop, pop",242253,2015-08-28,90,0.585,0.564,0,-7.063,0,0.0515,0.0671,0.0,0.135,0.137,113.003,4,"Yeah
Yeah
Yeah

Your man on the road, he doin' promo
You said, ""Keep our business on the low-low""
I'm just tryna get you out the friend zone
'Cause you look even better than the photos

I can't find your house, send me the info
Drivin' through the gated residential
Found out I was comin', sent your friends home
Keep on tryna hide it but your friends know

I only call you when it's half past five
The only time that I'd be by your side
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, yeah

I only call you when it's half past five
The only time I'd ever call you mine
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
...
",71.74718,87.36741,66.90282,56.116077,52.214638,3289.8325,5349.5884,1716.6377,1233.2344,955.13086,57.357063,73.14088,41.432327,35.117435,30.905191,0.16717798,0.6575268,0.4915916,0.8744452,0.6373293,836.4783,1586.0696,376.75266,419.907,283.06754,,
The Joker And The Queen (feat. Taylor Swift),Ed Sheeran,87,"pop, singer-songwriter pop, uk pop",185422,2022-02-11,70,0.528,0.309,0,-7.398,1,0.0329,0.924,2.1e-06,0.282,0.307,133.83,4,"How was I to know?
It's a crazy thing
I showed you my hand
And you still let me win
And who was I to say
That this was meant to be?
The road that was broken
Brought us together

And I know you could fall for a thousand kings
And hearts that would give you a diamond ring
...
",50.999825,78.60622,55.170456,57.14764,55.269505,2209.4775,4712.7715,1184.9098,1201.4333,1338.3064,47.00508,68.64963,34.42252,34.661697,36.58287,0.24780113,0.3557149,0.46386617,0.969993,0.40091905,2384.9878,1141.2112,373.1379,453.5403,668.7172,,
The Lady In Red,Chris de Burgh,60,"new wave pop, soft rock",256173,1986-01-01,78,0.548,0.294,10,-17.112,1,0.0333,0.332,3.34e-06,0.0392,0.491,76.698,4,"I've never seen you looking so lovely as you did tonight,
I've never seen you shine so bright,
I've never seen so many men ask you if you wanted to dance,
They're looking for a little romance, given half a chance,
And I have never seen that dress you're wearing,
Or the highlights in your hair that catch your eyes,
I have been blind;

The lady in red is dancing with me, cheek to cheek,
There's nobody here, it's just you and me,
It's where I want to be,
But I hardly know this beauty by my side,
...
",29.870224,49.22964,61.38786,53.992714,54.041584,454.06097,953.05035,2316.4648,2482.0679,1813.8845,21.308706,30.871513,48.129665,49.820354,42.58972,0.05331267,1.2579702,0.63242817,0.50270283,0.47019437,266.82803,265.95877,380.39175,433.9388,362.6284,,
The Less I Know The Better,Tame Impala,80,"australian psych, modern rock, neo-psychedelic, rock",216320,2015-07-17,88,0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,4,"Someone said they left together
I ran out the door to get her
She was holding hands with Trevor
Not the greatest feeling ever

Said, ""Pull yourself together
You should try your luck with Heather""
Then I hope they slept together
Oh, the less I know the better

The less I know the better

Oh my love, can't you see yourself by my side?
No surprise when you're on his shoulder like every night
...
",23.13505,43.634083,62.727554,47.064556,42.569683,181.16711,1042.7103,2912.695,1016.3311,809.20056,13.459833,32.291027,53.96939,31.879948,28.446451,0.18524583,0.6549461,0.25703982,0.18564525,0.1632363,117.69514,445.29623,754.4996,307.47406,289.2964,,
The Love That We Need,Hayes Carll,44,"classic texas country, outlaw country, texas country",248440,2016-04-08,46,0.369,0.365,4,-9.869,1,0.0451,0.708,0.0343,0.108,0.222,181.019,4,"You say I love you
I say me too
We don't think much about it
It's just a thing that we do

We go out walkin'
We don't talk much
We lie down together
But our hearts never touch

Oh baby it's a hard way
It's an eternity
We got the life that we wanted
Not the love that we need

We never go to bed angry
...
",33.00257,45.393482,41.521313,45.023346,40.07777,1064.3053,2082.2212,992.8749,1126.1273,725.1284,32.62369,45.631363,31.509916,33.55782,26.92821,0.24981582,0.4238076,0.096059665,0.5193118,0.6173466,994.2955,959.9693,529.5886,406.1587,278.56955,,
The Middle,Zedd,73,"complextro, edm, german techno, pop, pop dance",184732,2018-01-23,82,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,4,"Take a seat, right over there, sat on the stairs
Stay or leave, the cabinets are bare, and I'm unaware
Of just how we got into this mess, got so aggressive
I know we meant all good intentions

So pull me closer
Why don't you pull me close?
Why don't you come on over?
I can't just let you go

Oh, baby, why don't you just meet me in the middle?
I'm losing my mind just a little
So why don't you just meet me in the middle?
In the middle

Baby, why don't you just meet me in the middle?
I'm losing my mind just a little
So why don't you just meet me in the middle?
In the middle
...
",52.0693,89.38661,74.651535,61.211452,75.66569,1339.5082,5933.373,2851.008,2227.7324,3170.9739,36.599293,77.02839,53.394833,47.19886,56.3114,0.46526673,0.6265231,0.4116663,0.97496897,1.0769036,399.87982,1116.2517,481.78857,503.45746,591.2679,,
The Nights,Avicii,80,"dance pop, edm, pop, pop dance",176658,2014-01-01,88,0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,125.983,4,"Once upon a younger year
When all our shadows disappeared
The animals inside came out to play
Went face to face with all our fears
Learned our lessons through the tears
Made memories we knew would never fade

One day, my father, he told me, ""Son, don't let it slip away""
He took me in his arms, I heard him say
""When you get older your wild heart will live for younger days
Think of me if ever you're afraid""

He said, ""One day, you'll leave this world behind
...
",32.426872,22.770105,32.577152,40.948845,43.17755,592.5068,286.9338,549.24927,859.29034,847.63434,24.341461,16.939121,23.436068,29.313654,29.11416,0.4052234,0.056430157,0.30166513,0.4174958,0.18327305,208.91872,236.683,316.33624,268.80508,251.55075,,
The Only Boy Awake,Meadows,35,"orebro indie, swedish indie folk, swedish singer-songwriter",163294,2016-10-21,55,0.52,0.48,5,-10.288,1,0.0303,0.61,0.0344,0.107,0.405,122.086,4,"Through your window
By the water
Can you see me

When the wind blows
Through empty quarters
You will never know
...
",6.3504496,7.2960553,7.2991495,7.540569,6.9993258,11.016589,13.864113,15.576575,17.129387,18.850452,3.3191247,3.7234545,3.946717,4.1387663,4.3417106,0.23078676,0.17641713,0.25512773,0.16158941,0.24275981,19.665888,23.885056,26.444206,32.452553,61.55263,,
The Only Exception,Paramore,77,"candy pop, modern rock, pixie, pop, pop emo, pop punk, rock",267653,2009-09-28,77,0.452,0.563,4,-6.607,1,0.0272,0.144,0.0,0.143,0.209,137.715,3,"When I was younger, I saw my daddy cry
And curse at the wind
He broke his own heart and I watched
As he tried to reassemble it
And my momma swore
That she would never let herself forget
And that was the day that I promised
I'd never sing of love if it does not exist

But darling, you are the only exception
You are the only exception
You are the only exception
You are the only exception

Maybe I know somewhere deep in my soul
That love never lasts
...
",14.15251,35.31446,34.93433,29.635103,27.99273,83.1444,2201.2944,790.4936,423.32574,362.27014,9.118355,46.917953,28.115717,20.57488,19.033396,0.072569095,0.10734329,0.30034554,0.20458522,0.12142625,149.08049,1130.4403,433.08704,405.47116,208.80768,,
The Painter,Cody Johnson,74,"classic texas country, contemporary country, modern country pop",211413,2023-08-11,79,0.512,0.709,2,-5.766,1,0.0329,0.0415,4.25e-06,0.107,0.261,97.981,4,"She talks about the future like she's flippin' through a magazine
Finds the beauty in the thrown away and broken things
Gets excited about all my crazy dreams

Got every sunset that she's ever seen memorized
Saves them away for a rainy day or stormy night
The sky is brighter lookin' at it through her eyes

I don't remember
Life before she came into the picture
Brought the beauty I was missin' with her
Showed me colors I ain't never seen

She took chances
...
",36.723064,67.81854,68.33859,57.82129,53.252518,428.72208,1435.8639,1462.2028,998.2427,853.49506,20.705605,37.892796,38.238758,31.594978,29.214638,0.41790384,0.82688594,0.25685766,0.8491136,0.27528948,154.4388,277.6908,282.80927,228.61894,276.68857,,
The Reason,Hoobastank,65,"alternative metal, funk metal, nu metal, pop rock, post-grunge",232800,2024-01-12,83,0.474,0.671,4,-4.649,1,0.0289,0.0129,0.0,0.159,0.0682,82.94,4,"I'm not a perfect person
There's many things I wish I didn't do
But I continue learning
I never meant to do those things to you
And so I have to say before I go
That I just want you to know

I've found a reason for me
To change who I used to be
A reason to start over new
And the reason is you

I'm sorry that I hurt you
It's something I must live with everyday
...
",45.701965,61.722755,64.598816,56.13244,65.03548,642.2182,1312.3455,1461.3086,1169.8671,1320.721,25.342024,36.22631,38.227066,34.20332,36.341724,0.46379307,1.0914307,0.26222482,0.64645135,0.3012891,185.0692,303.0287,359.8884,302.35052,271.07117,,
The Time I've Wasted,Lori McKenna,44,"boston folk, ectofolk, folk, lilith, modern folk rock, new americana, new england americana",213249,2014-09-23,54,0.473,0.25,5,-11.263,1,0.0304,0.796,8.83e-05,0.101,0.261,145.027,4,"I could have walked around the world a couple times
I could have swam across the ocean and back again
Made a wish on every star that Galileo drew
For all the time I've wasted on you

I could have downed a million beers in Mexico
Counted every piece of gravel on a long country road
Sailed that slow boat to China right up to the moon
For all the time I've wasted on you

...
",20.978754,28.697142,35.4913,32.247383,32.565296,189.80931,758.8576,995.77734,539.4628,543.8893,13.77713,27.54737,31.55594,23.22634,23.321434,0.2274115,0.24401416,0.1635414,0.16797097,0.01083431,213.51389,632.71436,609.6793,339.8727,269.674,,
The Way,Ariana Grande,89,pop,227026,2013-01-01,70,0.645,0.878,5,-3.208,0,0.113,0.294,0.0,0.076,0.862,82.324,4,"What we gotta do right here is go back, back to the top

I love the way you make me feel
I love it, I love it
I love the way you make me feel
I love it, I love it

Say, I'm thinking 'bout her every second, every hour
Do my singing in the shower
Picking petals off the flowers like
Do she love me, do she love me not? (love me not)
I ain't a player,I just (Player, I just...)

You give me that kind of something
Want it all the time, need it everyday
On a scale of one to ten I'm at a hundred
Never get enough, I can't stay away
If you want it, I got it, I got it everyday
You can get whatever you need from me
Stay by your side, I'll never leave you
And I ain't going nowhere 'cause you're a keeper

So don't you worry, baby, you got me
I got a bad boy, I must admit it (Hey)
You got my heart, don't know how you did it (Hey)
And I don't care who sees it, babe
I don't wanna hide the way I feel when you're next to me (Hey)

I love the way (I love the way you make me feel)
...
",26.277908,50.303116,44.940937,46.81547,41.777767,296.97305,1381.0106,873.41486,803.65094,735.02216,17.232906,37.161953,29.553593,28.348738,27.111292,0.24484009,0.7470838,0.4628407,0.5356044,0.63133687,229.8146,505.50714,298.0157,282.38995,219.00859,,
The Wilhelm Scream,James Blake,69,"art pop, indie soul, indietronica, uk alternative pop",273840,2011-01-01,49,0.546,0.291,7,-12.252,1,0.138,0.784,0.931,0.0894,0.363,169.959,4,"I don't know about my dreamin anymore.
All that I know is
I'm fallin, fallin, fallin, fallin.
Might as well fall in.

I don't know about my love.
I don't know about my lovin anymore.
All that I know is
I'm fallin, fallin, fallin, fallin.
Might as well fall in.

I don't know about my dreams.
I don't know about my dreamin anymore.
All that I know is
I'm fallin, fallin, fallin, fallin.
Fallin.

I don't know about my love.
I don't know about my lovin anymore.
All that I know is
...
",26.780922,45.29693,47.875404,37.225517,27.639263,454.62704,717.1713,977.3922,543.544,252.94197,21.321985,26.780054,31.263273,23.31403,15.904149,0.21876505,0.079794556,0.43978107,0.3676542,0.44340736,201.34853,193.77353,294.9443,172.22768,137.45135,,
The Winner Takes It All,ABBA,80,"europop, swedish pop",294720,1980,78,0.454,0.788,6,-6.748,1,0.0371,0.574,0.000766,0.0859,0.52,126.15,4,"I don't wanna talk about things we've gone through,
Though it's hurting me, now it's history.
I've played all my cards and that's what you've done too,
Nothing more to say, no more ace to play.
The winner takes it all,
The loser standing small beside the victory, that's her destiny.

I was in your arms thinking I belonged there,
I figured it mad sense, building me a fence,
Building me a home, thinking I'd be strong there,
...
",46.505096,62.60049,45.02047,33.94182,31.848053,11668.96,7274.988,2538.1028,801.80066,477.11377,108.02296,85.29354,50.379585,28.316084,21.842934,0.1103845,0.76473993,0.27003527,0.14865035,0.2314905,2987.4006,2341.4282,969.68726,604.2139,360.35788,,
There Is a Light That Never Goes Out - 2011 Remaster,The Smiths,78,"madchester, new wave, permanent wave, rock, uk post-punk",244586,1986-06-16,84,0.523,0.769,4,-5.855,1,0.0269,0.04,0.0,0.136,0.876,136.162,4,"Take me out tonight
Where there's music and there's people
And they're young and alive

Driving in your car
I never, never want to go home
Because I haven't got one
Anymore

Take me out tonight
Because I want to see people
And I want to see life

Driving in your car
Oh, please don't drop me home
Because it's not my home, it's their home
And I'm welcome no more

And if a double-decker bus
Crashes into us
To die by your side
...
",60.188087,81.30745,63.819607,64.400764,60.033577,3369.6125,7678.091,2717.2192,2300.4573,2082.9685,58.048363,87.62472,52.126953,47.96308,45.63955,0.57809496,1.0156847,0.33316174,0.85614353,0.32437637,1378.6781,1548.3777,868.442,622.47235,790.8893,,
There's Nothing Holdin' Me Back,Shawn Mendes,82,"canadian pop, pop, viral pop",199440,2017-04-20,0,0.857,0.8,2,-4.035,1,0.0583,0.381,0.0,0.0913,0.966,121.996,4,"I wanna follow where she goes
I think about her and she knows it
I wanna let her take control
'Cause every time that she gets close, yeah

She pulls me in enough to keep me guessin', hmm

And maybe I should stop and start confessin'
Confessin', yeah

Oh, I've been shakin'
I love it when you go crazy
You take all my inhibitions
Baby, there's nothing holdin' me back
You take me places that tear up my reputation
Manipulate my decisions
Baby, there's nothing holdin' me back

There's nothing holdin' me back

...
",51.77405,78.81954,77.02344,76.21287,73.63816,914.6495,3891.341,1876.4579,1904.3058,1879.395,30.243172,62.380615,43.3181,43.63835,43.35199,0.43220088,0.42384076,0.2444877,1.2749135,1.3594835,356.8191,1006.4054,393.0387,428.72018,351.69305,,
Things I Take For Granted,Larry Fleet,59,modern country pop,206929,2023-09-01,73,0.463,0.595,0,-5.952,1,0.0282,0.169,0.027,0.359,0.454,162.983,4,"My paycheck could be bigger, and cold beer could be cheaper
Well, I'd sure love a new truck, but I can't sell this beater
My freezer needs more deer meat, my grass could use more rain
But even on the hard days, man, I can't complain

I'm still living and breathing, I love the job I'm leaving
And I just hit three green lights in a row on my way home
And I've got a family that loves me, someone looking out up above me
And I still got some blue skies left to go
Well, I'm the Webster definition of what a lucky man is
When I take a look at all the things I take for granted
...
",40.92525,76.14992,86.975395,65.35669,66.6957,622.02844,2681.0176,3209.2783,1591.4484,1744.4166,24.940498,51.778545,56.650494,39.89296,41.766212,0.0789478,0.26645797,0.5364384,0.6023353,0.7695882,580.1894,917.0165,685.79803,439.7598,393.96075,,
Think I'm In Love With You,Chris Stapleton,81,"contemporary country, outlaw country",222800,2023-09-08,77,0.671,0.418,6,-14.124,0,0.0371,0.187,0.215,0.132,0.607,91.866,4,"Baby, do you ever wonder
Whatever happened way back when
Or if I'll see you again?
And maybe if you ever wonder
Aw, you might wish things could change
I know this might sound strange but

I think I'm in love with you
I didn't know it at the time
I know what I want to do
It's making me lose my mind
I thought about thinking it through
And every time I do I find
I wanna make your dreams come true
I think I'm in love with you
I'm in love with you

Oh, you are the power over me
You are the truth that I believe
You are my life, you are my world
You are the air I'm breathing, girl
...
",29.035614,60.195904,55.05665,49.240093,51.50671,574.0811,4046.148,1582.6696,1156.5529,1559.536,23.95999,63.609337,39.78278,34.00813,39.490963,0.21791129,0.49403208,0.30517402,0.73745006,0.7560443,219.31326,1057.9114,398.82498,376.4688,515.985,,
Think U The Shit (Fart),Ice Spice,77,bronx drill,141639,2024-01-26,86,0.967,0.545,9,-6.647,1,0.207,0.0403,0.000195,0.0809,0.311,122.101,4,"What the fuck I'ma say in the intro?

You want me to say somethin' so bad
(Stop playin' with 'em, RIOT)
Can you, please?

Think you the shit, bitch?
You not even the fart (grrah)
I be goin' hard (grrah)
I'm breakin' they hearts, like
Bitches be quick, but I'm quicker (like)
Bitches be thick, but I'm thicker (like)
She could be rich, but I'm richer (damn)

Take-takin' her man (takin' her man)
Don't give a fuck (don't give a fuck)
Out in the Yams (out in the Yams)
And I'm keepin' one tucked (keepin' one tucked)
I make me some jams (I make me some jams)
Unlock that advance (unlock that advance)
I said four hundred bands (I said four hundred bands)
Just to do my lil' dance (grrah)
...
",40.90848,76.24263,68.82772,60.61897,65.04382,751.31213,6566.815,3058.4502,2099.1404,2424.3457,27.410074,81.03589,55.303257,45.816376,49.237644,0.25172567,0.31217846,0.14325027,0.94599134,0.76946765,317.6101,1181.3872,709.9194,490.3296,492.089,,
This Is What You Came For,Calvin Harris,85,"dance pop, edm, electro house, house, pop, pop dance, progressive house, uk dance",222160,2016-04-29,86,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,4,"Baby, this is what you came for
Lightning strikes every time she moves
And everybody's watchin' her
But she's lookin' at you, ooh, ooh

You, ooh, ooh, you, ooh, ooh
You, ooh, ooh, you, ooh, ooh
You, ooh, ooh, ooh, ooh

Baby, this is what you came for
Lightning strikes every time she moves
And everybody's watchin' her
But she's lookin' at you, ooh, ooh

You, ooh, ooh, you, ooh, ooh
You, ooh, ooh, you, ooh, ooh
You, ooh, ooh, you, ooh, ooh
You, ooh, ooh, you, ooh, ooh
You, ooh, ooh, you, ooh, ooh
...
",33.547604,62.591328,46.752914,29.684938,31.312468,1924.2214,6092.5425,1905.4626,407.35773,640.1109,43.865948,78.05474,43.651604,20.183105,25.300413,0.18096256,0.56434506,0.124659754,0.14112352,0.3195171,873.1534,921.6379,529.0356,227.60222,721.14636,,
This Love,Maroon 5,85,pop,206200,2002,86,0.712,0.862,5,-4.612,0,0.0378,0.0525,0.0,0.093,0.809,95.051,4,"I was so high, I did not recognize
The fire burning in her eyes
The chaos that controlled my mind
Whispered goodbye as she got on a plane
Never to return again but always in my heart, oh

This love has taken its toll on me
She said goodbye too many times before
And her heart is breakin' in front of me
And I have no choice
'Cause I won't say goodbye anymore

Whoa
Whoa
Whoa

I tried my best to feed her appetite
Keep her coming every night
...
",45.956623,70.9097,66.80514,62.893723,69.22858,901.0844,2052.3354,1801.5745,1381.1626,1788.4573,30.018068,45.302708,42.444958,37.163998,42.290157,0.2640075,0.5353994,0.5286875,0.59924215,0.92552584,360.31454,586.9309,473.1634,412.26553,372.53787,,
This Modern Love,Bloc Party,61,"alternative dance, alternative rock, dance-punk, indie rock, indietronica, modern rock, neo-synthpop, new rave",265706,2005-03-22,59,0.453,0.938,0,-5.344,1,0.0386,0.00306,0.00318,0.132,0.261,160.005,4,"To be lost in the forest, to be cut adrift
You've been trying to reach me
You bought me a book
To be lost in the forest, to be cut adrift
I've been paid, I've been paid

To be lost in the forest, to be cut adrift
You've been trying to reach me
You bought me a book
To be lost in the forest, to be cut adrift
I've been paid, I've been paid, I've been-

Don't get offended if I seem absent minded
Just keep telling me facts and keep making me smile
And don't get offended if I seem absent minded
I get tongue-tied
...
",40.731297,79.9303,44.898785,42.708023,42.0698,570.7187,9425.814,687.63617,610.12427,583.5806,23.889719,97.08663,26.222818,24.700693,24.157413,0.42864794,0.6591835,0.64530104,0.514986,0.21018596,239.36206,2895.4465,387.9745,370.05188,229.85258,,
This Town,Niall Horan,76,pop,232852,2017-10-20,84,0.677,0.401,9,-8.467,1,0.0308,0.712,0.0,0.116,0.195,111.825,4,"Waking up to kiss you and nobody's there
The smell of your perfume still stuck in the air
It's hard
Yesterday I thought I saw your shadow running round
It's funny how things never change in this old town
So far from the stars

And I want to tell you everything
The words I never got to say the first time around
And I remember everything
From when we were the children playing in this fairground
Wish I was there with you now

If the whole world was watching I'd still dance with you
Drive highways and byways to be there with you
Over and over the only truth
Everything comes back to you
...
",51.614674,114.80656,69.073586,58.59629,56.147713,1476.4137,17380.092,2465.1584,1385.7855,988.8414,38.42413,131.83357,49.65036,37.22614,31.445848,0.33566356,1.1250014,0.3926929,1.0490487,0.30601257,782.0803,3033.721,742.7397,639.9315,299.2582,,
This Town Still Talks About You,Natalie Hemby,49,country pop,268160,2017-01-13,43,0.522,0.47,0,-9.52,1,0.0242,0.00791,1.54e-06,0.103,0.344,95.957,4,"Seems like there's not a day that goes by
I don't hear your name around here

Stories of who you were echo like a soft whisper in my ear

Street corner conversations
Reminiscin' with the waitress
Oh it never gets old
Since you moved on from here
Time's moved on in years
And I wonder if you know

Oh this town still talks about you
Like you never left
Hidden sounds in cracked sidewalks and church pews
How could we forget?
You were so loved, you were one of our own
...
",64.06084,97.67804,59.70286,49.66366,53.546074,4035.4456,13172.763,2273.7446,931.2295,1063.1375,63.525158,114.77266,47.6838,30.516052,32.60579,0.16255979,0.8187746,0.10339842,0.10905336,0.89624023,1335.8478,3359.9597,724.213,339.74667,298.37094,,
This Town's Been Too Good To Us,Dylan Scott,69,"contemporary country, country, country road, modern country rock",191626,2023-06-02,81,0.696,0.555,11,-7.035,1,0.0353,0.0603,0.0,0.175,0.577,104.989,4,"Gave us that hilltop place to park
Gave us them girls that stole our hearts
Gave us them bucks up on the wall
The way we live and the way we talk

Gave us state that senior year
Them country stores to buy that beer
A place to go nobody knows
When you take it in and you take it

Slow like that river rolls
Where that green grass grows
I can't explain it
Aw, it's something, ain't it?

Yeah, we sure painted it up, tore down them old two-lane roads
We either stole every sign or left 'em in bullet holes
It wasn't nowhere as bad as we all said that it was
Yeah, looking back at it now, this town's been too good to us

Raised hell on the weekends, yeah
...
",42.237724,70.321625,56.20316,57.09765,52.687386,734.0691,2747.3398,1379.6342,1524.7245,991.83923,27.09371,52.415073,37.143425,39.04772,31.493479,0.46329665,0.09546986,0.2003134,1.1168361,0.6060483,245.35808,837.0245,753.5996,624.88226,476.36588,,
Thousand Miles,The Kid LAROI,79,australian hip hop,164781,2022-04-22,75,0.376,0.657,7,-4.658,1,0.0768,0.0858,0.0,0.0884,0.203,80.565,4,"Oh, oh, oh, oh

I know that look on your face
You're comin' my way, you're comin' my way tonight
Here goes another mistake, I know I'm gon' make
I know I'm gon' make tonight, oh

I wish I let it go, you're better off alone
'Cause I'm about to fuck it up with you
I know that look on your face
You're comin' my way, you're comin' my way tonight

And I will never change
I couldn't even if I wanted to for you (oh, oh, oh)
There's nothin' left to say
If I was you, if I was you then I would stay
A thousand miles away
...
",49.65843,85.63978,63.445435,65.251396,51.71104,2370.0662,5836.858,2235.7378,2184.4531,1110.9281,48.683327,76.39933,47.28359,46.738132,33.33059,0.15225995,0.5474063,0.60222274,0.6184642,0.35175174,1629.867,1373.5234,537.7501,501.43362,326.92688,,
Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,72,"pop rap, seattle hip hop",235613,2012-10-09,0,0.781,0.526,6,-6.985,0,0.293,0.0619,0.0,0.0457,0.662,94.992,4,"Hey, Macklemore, can we go thrift shopping?
What? What? What? What?
What? What? What? What?
What? What? What? What?
What? What? What? What?
What? What? What? What?
What? What? What? What?
What? What? What? What?
What? What? What? What?
Oh!
Oh!
Ow!

I'm gonna pop some tags
Only got 20 dollars in my pocket
I'm, I'm, I'm hunting, looking for a come up
This is fucking awesome

Now, walk into the club like, ""What up? I got a big cock""
Nah, I'm just pumped, I bought some shit from a thrift shop
Ice on the fringe is so damn frosty
The people like, ""Damn, that's a cold-ass honky""
Rolling in hella deep, headed to the mezzanine
Dressed in all pink 'cept my gator shoes, those are green
Draped in a leopard mink, girl standing next to me
Probably shoulda washed this, smells like R. Kelly's sheets (piss)
But shit, it was 99 cents (bag it)

Copping it, washing it, 'bout to go and get some compliments
Passing up on those moccasins, someone else's been walking in
Bummy and grudgy, fucking it, I am stunting and flossing and
Saving my money and I'm hella happy, that's a bargain bitch
I'ma take your grandpa's style
I'ma take your grandpa's style
...
",29.654905,67.56299,37.17118,33.21106,31.04959,310.3724,25336.793,1216.6302,822.4987,443.67126,17.61739,159.17535,34.880226,28.67924,21.063505,0.16465542,0.23712206,0.18325716,0.3271081,0.24898787,143.56041,8179.1143,782.344,866.0298,304.92184,,
Through The Wire,Kanye West,95,"chicago rap, hip hop, rap",221226,2004-02-10,80,0.571,0.739,7,-6.11,1,0.247,0.00865,5.21e-06,0.158,0.66,83.089,4,"Yo, Gee, they can't stop me from rappin', can they?
Can they, Hop?
I spit it through the wire, man
There's too much stuff on my heart right now, man
I'd gladly risk it all right now
It's a life-or-death situation, man
Y'all, y'all don't really understand how I feel right now, man
It's your boy, Kanye to the...
Chi-Town, what's goin' on?
Uh-huh, yeah, yeah

I drink a Boost for breakfast, an Ensure for dessert
Somebody ordered pancakes, I just sip the sizzurp
That right there could drive a sane man berserk
Not to worry, Mr. H-to-the-Izzo's back to wizzerk
How do you console my mom or give her light support
Tellin' her her son's on life support?
And just imagine how my girl feel
On the plane scared as hell that her guy look like Emmett Till

She was with me before the deal, she'd been tryna be mine
She a Delta, so she'd been throwin' that Dynasty sign
No use in me tryna be lyin', I been tryna be signed
Tryin' to be a millionaire, how I used two lifelines
In the same hospital where Biggie Smalls died
...
",33.502007,40.590664,39.807446,38.530136,34.41052,354.32062,464.1447,468.0283,541.8239,369.85153,18.823406,21.544018,21.63396,23.277111,19.231524,0.21646024,0.5787943,0.26120913,0.31975752,0.19479674,149.25761,173.9856,175.3583,218.80003,187.8947,,
